,loss,psnr
0,0.16469749808311462,12.655926582259386
1,0.14685958623886108,13.387776217263736
2,0.13137339055538177,14.026558321234138
3,0.12078598886728287,14.54472059228446
4,0.11437342315912247,14.968092853275383
5,0.10901214182376862,15.337791331109408
6,0.10268209129571915,15.768814685844594
7,0.09622878581285477,16.246097642543916
8,0.09180361032485962,16.656038560740964
9,0.08889898657798767,17.02100220085779
10,0.08416856080293655,17.37369657647006
11,0.07843128591775894,17.76995586720719
12,0.0749589279294014,18.065979662215927
13,0.07253481447696686,18.373364061266816
14,0.06953833252191544,18.693180412052143
15,0.06636803597211838,19.066574435962497
16,0.06299170106649399,19.447334703585952
17,0.060002122074365616,19.869905739303537
18,0.05743647739291191,20.31761084837918
19,0.05579768121242523,20.66422487903223
20,0.05246521160006523,21.11283527364396
21,0.0503278486430645,21.508938846518117
22,0.04907352104783058,21.766907131099483
23,0.04622405394911766,22.153303287729646
24,0.04441710188984871,22.37992461193216
25,0.04227571189403534,22.802060003399735
26,0.040804725140333176,23.17288181294539
27,0.03946252912282944,23.480277527876716
28,0.0375344417989254,24.001519055357726
29,0.03686293959617615,24.281513782460685
30,0.034090228378772736,24.881165770809076
31,0.03340651094913483,25.19172400647733
32,0.03207433596253395,25.567623016449552
33,0.03168409690260887,25.860395007659708
34,0.030302859842777252,26.258349432443097
35,0.030688853934407234,26.394818123935156
36,0.029937613755464554,26.715294044697117
37,0.028096003457903862,27.237125734449
38,0.02745622768998146,27.500754008285284
39,0.027560319751501083,27.60063698330104
40,0.02532101236283779,28.240309584689058
41,0.02600810118019581,28.127422239112505
42,0.024732891470193863,28.39861038191649
43,0.0245827604085207,28.430964533583488
44,0.02255750447511673,28.985332999203685
45,0.022700781002640724,28.998961555250602
46,0.02332399971783161,28.82784549591241
47,0.022295290604233742,29.08037781667803
48,0.022132279351353645,29.128265480748922
49,0.02197207510471344,29.226530258129095
50,0.021182125434279442,29.461452659984133
51,0.02140752598643303,29.36522106550159
52,0.02176416665315628,29.256739854442912
53,0.020825225859880447,29.563354632995853
54,0.022216796875,29.114214936951257
55,0.02086208388209343,29.53019696759597
56,0.018801769241690636,30.12577779704584
57,0.019796304404735565,29.804250189148284
58,0.020128943026065826,29.708830358930097
59,0.018354205414652824,30.21251196521706
60,0.01957937330007553,29.805892845131478
61,0.02105563133955002,29.35530107145048
62,0.019942525774240494,29.660565467127352
63,0.01817924529314041,30.2087665360837
64,0.01973472163081169,29.716795477700018
65,0.018363501876592636,30.140758199364214
66,0.018868016079068184,29.929251211955513
67,0.017915254458785057,30.158787330709828
68,0.017145292833447456,30.49901709254179
69,0.017505787312984467,30.38260035205566
70,0.017075831070542336,30.486363456328725
71,0.015803920105099678,31.00187738782313
72,0.0161941759288311,30.83565515385979
73,0.017638754099607468,30.38502688639081
74,0.016900423914194107,30.553343959273754
75,0.01750054769217968,30.438134253683874
76,0.016058240085840225,30.99592139977363
77,0.017083970829844475,30.587651899988913
78,0.015733500942587852,31.089578324732376
79,0.015308510512113571,31.197291324444762
80,0.015709783881902695,31.083368320465485
81,0.014842008240520954,31.415925145687588
82,0.01604500226676464,30.983606922010285
83,0.014176178723573685,31.573926864484292
84,0.014271963387727737,31.634120100120665
85,0.015914618968963623,31.065505194508543
86,0.017050694674253464,30.665459151706745
87,0.015138682909309864,31.34597463541143
88,0.016265854239463806,30.986566094541978
89,0.01309870183467865,32.20799110111028
90,0.01476373616605997,31.463928741573845
91,0.01504571083933115,31.411527142113584
92,0.015522508881986141,31.218373978124326
93,0.014921418391168118,31.47029410589777
94,0.015164799988269806,31.326988352908675
95,0.014684638008475304,31.519217138386185
96,0.01280237827450037,32.448428319102746
97,0.01598023809492588,31.02347030815645
98,0.013222762383520603,32.08883630580529
99,0.01366488728672266,32.07972030445432
100,0.013203604146838188,32.10964438436207
101,0.01475659478455782,31.415540951963724
102,0.013111311942338943,32.26811340185759
103,0.014681810513138771,31.532160879473622
104,0.01304670237004757,32.27743672015649
105,0.012486212886869907,32.45401108844237
106,0.011291956529021263,33.00740245577408
107,0.01309074368327856,32.22879170081875
108,0.011703371070325375,32.74571400004859
109,0.013265985064208508,32.086847618143025
110,0.012032503262162209,32.555590199948995
111,0.011713769286870956,32.897818092297925
112,0.012570151127874851,32.44203314172757
113,0.013832095079123974,32.0029916124942
114,0.012976608239114285,32.4131406111988
115,0.01300475187599659,32.343434769480396
116,0.01133971381932497,33.14824240673198
117,0.012283941730856895,32.81047018204262
118,0.011270937509834766,33.225717231553965
119,0.011510463431477547,33.025633922712316
120,0.011974543333053589,32.90236670602488
121,0.011917823925614357,32.93188419872505
122,0.010727133601903915,33.42018782287772
123,0.01204613409936428,32.98445139819171
124,0.010879067704081535,33.51491871957299
125,0.012667274102568626,32.524511923235295
126,0.012489914894104004,32.62787467519733
127,0.01185126043856144,32.99940043818679
128,0.011844020336866379,33.014892903176104
129,0.012469976209104061,32.656433504733926
130,0.01143508218228817,33.23621297145222
131,0.011913102120161057,32.981477659500776
132,0.010939505882561207,33.551204140334704
133,0.011845299042761326,33.06616144715048
134,0.01028148178011179,33.760029237160495
135,0.011090580374002457,33.33413169410261
136,0.01224758941680193,32.94476438259288
137,0.01089432742446661,33.743516451458476
138,0.011380476877093315,33.23362260574213
139,0.011852958239614964,33.19986754652981
140,0.013606157153844833,32.35924300790866
141,0.01045347098261118,33.98267482558798
142,0.01060799602419138,33.720895973137026
143,0.010976781137287617,33.573261499464714
144,0.011177926324307919,33.34586318536044
145,0.010097655467689037,34.04353450985851
146,0.010982926934957504,33.82571622753845
147,0.009502391330897808,34.333349102799346
148,0.010731571353971958,33.647597762125145
149,0.012662413530051708,32.96393819978496
150,0.011492201127111912,33.48699644374515
151,0.009871379472315311,34.34876572729985
152,0.00955641083419323,34.47918259508355
153,0.010922243818640709,33.78325313355567
154,0.01110928412526846,33.781767372037905
155,0.010951399803161621,33.62700373579197
156,0.008872058242559433,34.714063709836765
157,0.011137175373733044,33.726345775095304
158,0.011481218971312046,33.49906896778987
159,0.008890717290341854,35.024043450973366
160,0.009076937101781368,34.704286676653105
161,0.009600086137652397,34.53603497137455
162,0.00959082506597042,34.263193457516124
163,0.008873128332197666,34.908496100391275
164,0.011392923071980476,33.47081056082062
165,0.01249569933861494,33.06310405386298
166,0.00954802893102169,34.73994611720394
167,0.010268129408359528,34.14841910792447
168,0.009986113756895065,34.567837646836004
169,0.010915594175457954,33.86857273358625
170,0.010530225932598114,34.37543788941148
171,0.011828943155705929,33.38732186498791
172,0.010272294282913208,34.17272760897869
173,0.00859005469828844,35.32432803378484
174,0.011227286420762539,33.62691820051559
175,0.010142475366592407,34.19571263326762
176,0.011188235133886337,33.80798966013745
177,0.009366702288389206,34.94788466000078
178,0.010604449547827244,34.04529210625814
179,0.010040783323347569,34.327012803448994
180,0.011042634956538677,33.70873630815756
181,0.008647402748465538,35.42257483947212
182,0.009622916579246521,34.55850203026727
183,0.012675406411290169,33.01941921704238
184,0.008210345171391964,35.50899421748238
185,0.01072783675044775,33.941218032202684
186,0.010903336107730865,34.09773438468616
187,0.010707421228289604,34.25192458100044
188,0.011064368300139904,33.828654254085784
189,0.01075420156121254,34.23472913342119
190,0.008865183219313622,35.17411407855046
191,0.009982713498175144,34.35710875039798
192,0.011450658552348614,33.536641242209065
193,0.00906862411648035,35.19991397713881
194,0.010080083273351192,34.66823718968307
195,0.010660634376108646,34.232311018535604
196,0.012246065773069859,33.24918595237334
197,0.009188668802380562,34.88762497596798
198,0.009763899259269238,34.64514152871581
199,0.009912991896271706,34.585729793541724
